Major Occupation Group ID,Major Occupation Group,Minor Occupation Group ID,Minor Occupation Group,Broad Occupation ID,Broad Occupation,Detailed Occupation ID,Detailed Occupation,Year,Average Wage,Average Wage Appx MOE,Record Count,Total Population
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,152031,Operations research analysts,2022,70483.10805084746,40015.28938305141,22.0,472.0
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,152031,Operations research analysts,2023,77453.65337954939,31913.817635415697,28.0,577.0
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,1520XX,"Miscellaneous mathematical science occupations, including mathematicians & statisticians",2016,57992.25,105913.30199032414,2.0,36.0
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,1520XX,"Miscellaneous mathematical science occupations, including mathematicians & statisticians",2017,59239.416666666664,108191.14586286574,2.0,36.0
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,1520XX,"Miscellaneous mathematical science occupations, including mathematicians & statisticians",2018,53705.10784313725,32453.166934041295,10.0,204.0
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,1520XX,"Miscellaneous mathematical science occupations, including mathematicians & statisticians",2019,54269.33823529412,32573.07892142225,10.0,204.0
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,1520XX,"Miscellaneous mathematical science occupations, including mathematicians & statisticians",2020,57094.37543859649,37028.29422527121,17.0,285.0
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,1520XX,"Miscellaneous mathematical science occupations, including mathematicians & statisticians",2021,66351.97142857143,42957.8673960863,22.0,385.0
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,1520XX,"Miscellaneous mathematical science occupations, including mathematicians & statisticians",2022,76287.16088328075,30698.60148402641,29.0,634.0
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",150000,Computer & mathematical occupations,1520XX,"Miscellaneous mathematical science occupations, including mathematicians & statisticians",2023,82340.92665890571,32389.651997923564,39.0,859.0
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,171010,"Architects, except naval",2014,66310.52218430034,49629.01008902081,16.0,293.0
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,171010,"Architects, except naval",2015,66722.04452054795,49604.34233416489,14.0,292.0
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,171010,"Architects, except naval",2016,70730.6015037594,53615.061730561836,12.0,266.0
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,171010,"Architects, except naval",2017,61529.95220588235,34242.50143802162,14.0,272.0
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,171011,"Architects, except landscape and naval",2018,98806.29963898916,160257.50822271456,16.0,277.0
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,171011,"Architects, except landscape and naval",2019,94096.75,151648.99584880538,17.0,300.0
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,171011,"Architects, except landscape and naval",2020,90369.643129771,91070.84189635595,24.0,524.0
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,171011,"Architects, except landscape and naval",2021,105145.24582701063,81429.36264135988,32.0,659.0
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,171011,"Architects, except landscape and naval",2022,106083.3351468988,65132.2539557088,40.0,919.0
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,171011,"Architects, except landscape and naval",2023,102871.64239028945,36307.020711732985,39.0,1071.0
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,171012,Landscape architects,2018,85100.14285714286,129.75980507705347,1.0,35.0
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,171012,Landscape architects,2019,80524.38,38660.261126249934,3.0,50.0
110000-290000,"Management, business, science, & arts occupations",150000-190000,"Computer, engineering, & science occupations",170000,Architecture & engineering occupations,171012,Landscape architects,2020,69402.02272727272,46218.49881791426,4.0,88.0
